"question_id","question_text","answers","correction","reflections","creation_time","generator_signature","lisa_sheet_id","lisa_sheet_name","rank"
"1000106","Selon la loi, quels sont les critères essentiels pour obtenir le consentement éclairé du patient ?","Le consentement doit être libre, éclairé et peut être retiré à tout moment;; Le consentement doit être obtenu sous la pression du médecin;; Le consentement est obligatoire uniquement pour les mineurs et les majeurs protégés;; Le consentement peut être donné par un tiers pour le patient;; Le consentement est facultatif pour les soins psychiatriques","[1.0, -1.0, -1.0, -1.0, -1.0]","Question : Selon la loi, quels sont les critères essentiels pour obtenir le consentement éclairé du patient ?","2024-06-10 07:03:38.490957","5-shot_llama3_basic_v1","OIC-007-05-A","Connaître la définition et les conditions du recueil du consentement éclairé","A"
"1000118","Quel type de prestation en nature est-elle remboursée à 100% pour les femmes enceintes, à partir du 6e mois et jusqu'au 12e jour après l'accouchement ?","Examens praénataux;; Examens médicaux, échographies et frais en rapport avec l'accouchement;; Soins dentaires;; Médicaments;; Actes paramédicaux","[0.0, 1.0, 0.0, 0.0, 0.0]","Question :
Quel type de prestation en nature est-elle remboursée à 100% pour les femmes enceintes, à partir du 6e mois et jusqu'au 12e jour après l'accouchement ?","2024-06-10 07:12:31.017815","5-shot_llama3_basic_v1","OIC-019-13-B","Connaître les prestations en espèces et en nature de l’assurance maladie","B"
"1000107","Quel est le but principal du quatrième axe de l'intégration du numérique dans le parcours de soins, selon la Haute Autorité de Santé ?","Améliorer la qualité des soins et des accompagnements;; Rendre le numérique acceptable socialement;; Évaluer les solutions numériques pour développer la confiance;; Définir les principes de bon usage des données sensibles et de l'intelligence artificielle;; Mettre en place des outils de télémédecine","[0.0, 0.0, 0.0, 1.0, 0.0]","Question :
Quel est le but principal du quatrième axe de l'intégration du numérique dans le parcours de soins, selon la Haute Autorité de Santé ?","2024-06-10 07:03:57.597557","5-shot_llama3_basic_v1","OIC-018-02-A","Expliquer les principes de l’intégration du numérique (traçabilité, dossier informatisé, prescription connectée, m-santé, aide à la décision, objets connectés, IA, . . .) dans le parcours de soins, de la coordination des professionnels ainsi que de la gradation des soins","A"
"1000108","Quel est l'objectif principal de la démarche qualité en santé ?","Améliorer les pratiques professionnelles pour accroître la sécurité des patients;; Réduire les coûts de santé en optimisant les ressources;; Développer de nouvelles technologies pour améliorer les soins;; Élargir l'accès aux soins de santé pour les personnes défavorisées;; Évaluer la performance des établissements de santé","[1.0, 0.0, 0.0, 0.0, 0.0]","Question : Quel est l'objectif principal de la démarche qualité en santé ?","2024-06-10 07:04:31.025293","5-shot_llama3_basic_v1","OIC-004-01-A","Définir la Qualité","A"
"1000109","Quelle est l'utilité de la reformulation dans la communication avec le patient ?","Pour obliger le patient à répondre par oui ou non;; Pour permettre au médecin de prendre des notes pendant la consultation;; Pour verbaliser la réalité du patient et lui faire prendre conscience de ce qu'il dit et pense;; Pour interrompre le patient pendant qu'il parle;; Pour éviter les silences pendant la consultation","[-1.0, -1.0, 1.0, -1.0, -1.0]","A: Pour obliger le patient à répondre par oui ou non
B: Pour permettre au médecin de prendre des notes pendant la consultation
C: Pour verbaliser la réalité du patient et lui faire prendre conscience de ce qu'il dit et pense
D: Pour interrompre le patient pendant qu'il parle
E: Pour éviter les silences pendant la consultation","2024-06-10 07:05:04.231687","5-shot_llama3_basic_v1","OIC-001-14-A","Connaître les principes d’une communication adaptée, verbale et non verbale, avec le patient et son entourage","A"
"1000110","Quel type de biais de sélection est produit lorsque la sélection des patients diffère entre les groupes étudiés ?","Biais de sélection non différentiel;; Biais de sélection différentiel;; Biais de classement non différentiel;; Biais de classement différentiel;; Erreur de mesure","[0.0, 1.0, 0.0, 0.0, 0.0]","Quel type de biais de sélection est produit lorsque la sélection des patients diffère entre les groupes étudiés ?","2024-06-10 07:05:46.018318","5-shot_llama3_basic_v1","OIC-020-27-B","Connaissances plus avancées sur les biais","B"
"1000111","Dans le repérage des conduites addictives chez les femmes enceintes, quels sont les éléments de compréhension à prendre en compte ?","L'histoire de vie de la mère;; Le mode de vie du père;; La santé maternelle;; Les relations familiales élargies;; Les antécédents judiciaires","[1.0, 0.0, 1.0, 0.0, 0.0]","Dans le repérage des conduites addictives chez les femmes enceintes, quels sont les éléments de compréhension à prendre en compte ?","2024-06-10 07:05:54.375047","5-shot_llama3_basic_v1","OIC-027-41-A","Repérage des conduites addictives et des facteurs de risques associés au cours de la grossesse","A"
"1000112","Parmi les mesures de protection juridique, laquelle permet de traiter une situation d'urgence lorsqu'une personne majeure risque des actes contraires à ses intérêts ?","La curatelle;; La tutelle;; La sauvegarde de justice;; La protection des mineurs","[0.0, 0.0, 1.0, 0.0]","Question :
Parmi les mesures de protection juridique, laquelle permet de traiter une situation d'urgence lorsqu'une personne majeure risque des actes contraires à ses intérêts ?","2024-06-10 07:10:54.875135","5-shot_llama3_basic_v1","OIC-009-11-A","Connaître les trois principales mesures de protection","A"
"1000113","Quel est le terme qui décrit la forme de la tête fœtale ?","Ovoïde;; Rond;; Trapézoïdal;; Triangulaire;; Cylindrique","[1.0, 0.0, 0.0, 0.0, 0.0]","Question :
Quel est le terme qui décrit la forme de la tête fœtale ?","2024-06-10 07:11:04.590609","5-shot_llama3_basic_v1","OIC-031-02-A","Connaître les repères du mobile fœtal","A"
"1000114","Une femme enceinte de 20 semaines de grossesse contracte une toxoplasmose. Quel est le risque de transmission materno-fœtale ?","1%;; 6-10%;; 40%;; 72%","[0.0, 0.0, 0.5, 0.5]","Question : Une femme enceinte de 20 semaines de grossesse contracte une toxoplasmose. Quel est le risque de transmission materno-fœtale ?","2024-06-10 07:11:12.420258","5-shot_llama3_basic_v1","OIC-027-04-A","Toxoplasmose : connaître les conséquences de l’IMF","A"
"1000115","Une personne majeure peut être placée sous mesure de protection juridique lorsqu'elle se retrouve dans l'impossibilité de pourvoir seule à ses intérêts, en raison d'une altération médicalement constatée de ses facultés mentales et/ou corporelles. Quel est le dispositif qui permet à la personne de choisir à l'avance celle qui sera chargée de la protection de ses intérêts lorsqu'elle n'en aura plus la faculté ?","Mandat de protection future;; Tutelle;; Curatelle;; Sauvegarde de justice;; Mise sous régime de protection","[1.0, 0.0, 0.0, 0.0, 0.0]","Question :
Une personne majeure peut être placée sous mesure de protection juridique lorsqu'elle se retrouve dans l'impossibilité de pourvoir seule à ses intérêts, en raison d'une altération médicalement constatée de ses facultés mentales et/ou corporelles. Quel est le dispositif qui permet à la personne de choisir à l'avance celle qui sera chargée de la protection de ses intérêts lorsqu'elle n'en aura plus la faculté ?","2024-06-10 07:11:23.288945","5-shot_llama3_basic_v1","OIC-009-10-B","Principes et finalités des mesures de protection des personnes","B"
"1000116","Parmi les éléments suivants, lequel est utilisé pour évaluer la maturation d'un nouveau-né à terme ?","Poids de naissance;; Longueur du corps;; Tonus passif;; Réflexe de succion;; Angle des adducteurs","[0.0, 0.0, 1.0, 0.5, 0.5]","Question :
Parmi les éléments suivants, lequel est utilisé pour évaluer la maturation d'un nouveau-né à terme ?","2024-06-10 07:11:34.671743","5-shot_llama3_basic_v1","OIC-032-02-B","Évaluation clinique du nouveau-né à terme : connaître les critères pédiatriques de maturation d’un nouveau-né à terme","B"
"1000117","Quelle est la mesure de prévention des infections du site opératoire qui concerne la préparation cutanée avant le bloc ?","Prendre au moins une douche avec un savon antiseptique;; Dépiler sauf difficulté technique avec un rasoir;; Prendre un antibiotique préventif;; Faire une antibioprophylaxie chirurgicale;; Maintenir la normothermie du patient en peropératoire","[1.0, -1.0, 0.0, 0.0, 0.0]","Quelle est la mesure de prévention des infections du site opératoire qui concerne la préparation cutanée avant le bloc ?","2024-06-10 07:12:00.469169","5-shot_llama3_basic_v1","OIC-004-39-B","Connaître les règles de prévention des infections du site opératoire","B"
"1000119","Quelle est la définition de l'accident médical ?","Un événement indésirable survenu au cours d'un acte de soin, de prévention ou de diagnostic, entraînant un dommage anormal au regard de l'évolution prévisible de l'état de santé.;; Un effet iatrogène causé par une erreur médicale.;; Un événement inattendu survenu au cours d'un acte de soin, de prévention ou de diagnostic, sans conséquence pour l'état de santé.;; Une erreur médicale intentionnelle.","[1.0, 0.0, 0.0, 0.0]","Quelle est la définition de l'accident médical ?","2024-06-10 07:13:06.169481","5-shot_llama3_basic_v1","OIC-005-09-A","Connaître la définition de l’accident médical et de l’affection iatrogène","A"
"1000121","La mort est considérée comme un passage dans l'au-delà dans quelle(s) religion(s) ?","Catholique;; Musulmane;; Juive;; Hindoue;; Budiste","[1.0, 0.0, 0.0, 0.0, 0.0]","La mort est considérée comme un passage dans l'au-delà dans quelle(s) religion(s) ?","2024-06-10 07:18:03.742532","5-shot_llama3_basic_v1","OIC-014-01-A","Connaître les principales représentations et les pratiques sociales autour de la mort (anthropologie)","A"
"1000122","Parmi les infractions que peuvent commettre les médecins, laquelle est-elle liée à la non-assistance à personne en péril ?","Homicide volontaire;; Violation du secret professionnel;; Non-assistance à personne en péril;; Blessures involontaires;; Rébellion contre les ordres de l'autorité","[0.0, 0.0, 1.0, 0.0, 0.0]","Parmi les infractions que peuvent commettre les médecins, laquelle est-elle liée à la non-assistance à personne en péril ?","2024-06-10 07:18:25.260668","5-shot_llama3_basic_v1","OIC-005-02-A","Connaître la définition de la responsabilité pénale","A"
"1000123","Quels sont les critères de gravité nécessitant une urgence chirurgicale dans la prise en charge d'une grossesse extra-utérine (GEU) symptomatique ?","Instabilité hémodynamique ou défense abdominale;; Taux de β-hCG supérieur à 5 000 UI/L;; Hémopéritoine à l'échographie;; Douleur abdominale et fièvre;; Taux de β-hCG en augmentation rapide","[1.0, 0.0, 1.0, 0.0, 0.0]","Question : Quels sont les critères de gravité nécessitant une urgence chirurgicale dans la prise en charge d'une grossesse extra-utérine (GEU) symptomatique ?","2024-06-10 07:18:32.051144","5-shot_llama3_basic_v1","OIC-024-03-A","Connaître la prise en charge d’une grossesse extra-utérine","A"
"1000124","Parmi les facteurs conduisant à l'ouverture d'un contentieux à la suite d'un accident médical, lequel est lié à l'environnement de travail ?","État de santé du patient;; Qualité de la communication au sein de l'équipe;; Disponibilité de ressources humaines qualifiées;; Gravité des maladies associées;; Formation continue du personnel soignant","[0.0, 0.0, 1.0, 0.0, 0.5]","Question :
Parmi les facteurs conduisant à l'ouverture d'un contentieux à la suite d'un accident médical, lequel est lié à l'environnement de travail ?","2024-06-10 07:19:06.510812","5-shot_llama3_basic_v1","OIC-005-12-B","Identifier les principaux facteurs conduisant à l’ouverture d’un contentieux à la suite d’un accident médical","B"
"1000125","Quels sont les trois principaux facteurs de risque liés aux soins qui contribuent aux événements indésirables associés aux soins (EIAS) ?","Actes invasifs, erreurs médicamenteuses et infections nosocomiales;; Infections nosocomiales, erreurs médicamenteuses et erreurs diagnostiques;; Actes invasifs, erreurs diagnostiques et erreurs de communication;; Infections nosocomiales, erreurs de communication et erreurs diagnostiques;; Erreurs médicamenteuses, erreurs de communication et erreurs diagnostiques","[1.0, 0.0, 0.0, 0.0, 0.0]","Question : Quels sont les trois principaux facteurs de risque liés aux soins qui contribuent aux événements indésirables associés aux soins (EIAS) ?","2024-06-10 07:19:46.934648","5-shot_llama3_basic_v1","OIC-004-15-B","Citer les trois grandes causes de risque liés aux soins","B"
"1000126","Selon les sciences humaines et sociales, quels sont les facteurs qui influent sur les représentations du corps et de ses usages ?","Seulement les facteurs biologiques;; Les facteurs culturels, historiques et sociaux;; Les facteurs esthétiques et littéraires;; Les facteurs religieux et philosophiques;; Les facteurs économiques et politiques","[-1.0, 1.0, 0.5, 0.5, 0.5]","Question :
Selon les sciences humaines et sociales, quels sont les facteurs qui influent sur les représentations du corps et de ses usages ?","2024-06-10 07:20:49.615420","5-shot_llama3_basic_v1","OIC-010-01-A","Connaître les principales dimensions humaines du corps (alimentation, activité physique, genre, procréation, normes esthétiques)","A"
"1000127","Quels sont les risques spécifiques liés à l'intervention chirurgicale pour une grossesse extra-utérine ?","Risque d'échec du traitement conservateur en cas de salpingotomie;; Risque de saignement incontrôlable nécessitant une transfusion per ou post-opératoire;; Risque de conversion en laparotomie ouverte;; Risque de complications vasculaires","[1.0, 1.0, 1.0, 0.5]","Question :
Quels sont les risques spécifiques liés à l'intervention chirurgicale pour une grossesse extra-utérine ?","2024-06-10 07:21:45.699461","5-shot_llama3_basic_v1","OIC-025-10-A","Connaître les informations à délivrer à la patiente avant la prise en charge chirurgicale","A"
"1000128","Quelle est la principale cause de spanioménorrhée avec hyperandrogénie ?","L'aménorrhée hypothalamique fonctionnelle;; Le syndrome des ovaires polykystiques (SOPK);; L'insuffisance ovarienne prématurée;; L'hyperprolactinémie;; Les tumeurs hypopthalamo-hypophysaires","[0.0, 1.0, 0.0, 0.0, 0.0]","A: L'aménorrhée hypothalamique fonctionnelle
B: Le syndrome des ovaires polykystiques (SOPK)
C: L'insuffisance ovarienne prématurée
D: L'hyperprolactinémie
E: Les tumeurs hypopthalamo-hypophysaires","2024-06-10 07:22:07.838585","5-shot_llama3_basic_v1","OIC-035-10-B","Connaître les principales étiologies de spanioménorrhée","B"
"1000129","Une patiente de 28 ans, enceinte de 12 semaines, rhésus négatif, consulte pour une prise en charge préventive. Quel est le premier acte à réaliser ?","Demander un dépistage des IST;; Prescrire une supplémentation martiale;; Proposer une échographie de localisation;; Administer une injection anti-D;; Conseiller l'arrêt du tabac","[0.0, 0.0, 0.0, 1.0, 0.5]","Question :
Une patiente de 28 ans, enceinte de 12 semaines, rhésus négatif, consulte pour une prise en charge préventive. Quel est le premier acte à réaliser ?","2024-06-10 07:22:45.543453","5-shot_llama3_basic_v1","OIC-025-12-A","Connaître les mesures associées à la prise en charge : prévention de l’alloimmunisation anti-D, prévention secondaire","A"
"1000130","Parmi les étapes suivantes, laquelle est propre au traitement chirurgical d'une fausse couche du premier trimestre ?","Prise de décision après discussion avec la patiente;; Vérification de la vacuité utérine à l'échographie;; Dilatation du col, aspiration avec une canule + examen anatomopathologique du produit d'aspiration;; Traitement médical par prostaglandines;; Consultation d'anesthésie","[0.0, 0.5, 1.0, 0.0, 0.5]","Question :
Parmi les étapes suivantes, laquelle est propre au traitement chirurgical d'une fausse couche du premier trimestre ?","2024-06-10 07:22:51.503021","5-shot_llama3_basic_v1","OIC-024-02-A","Connaître la prise en charge une fausse couche du premier  trimestre","A"
"1000131","Quel est l'un des effets fœtaux potentiels de la consommation de cocaïne pendant la grossesse ?","Rupture prématurée des membranes;; Syndrome de sevrage néonatal modéré;; Troubles de l'attention et difficulté d'apprentissage;; Retard de croissance intra-utérin et prématurité;; Affections gastro-intestinales néonatales sévères","[1.0, 0.5, 0.0, 1.0, 1.0]","Question :
Quel est l'un des effets fœtaux potentiels de la consommation de cocaïne pendant la grossesse ?","2024-06-10 07:23:08.255701","5-shot_llama3_basic_v1","OIC-027-40-B","Addictologie et grossesse : produits en cause et leurs principaux effets","B"
"1000132","Dans le cadre de la prévention de l'allo-immunisation antiérythrocytaire, qu'est-ce qui est vérifié chez le nouveau-né si le rhésus était négatif au génotypage ?","Le phénotype RhD;; Le groupe sanguin;; Le phénotype RhD et le groupe sanguin;; Rien n'est vérifié;; Le test de Coombs","[1.0, 0.0, 0.0, -1.0, 0.0]","Question :
Dans le cadre de la prévention de l'allo-immunisation antiérythrocytaire, qu'est-ce qui est vérifié chez le nouveau-né si le rhésus était négatif au génotypage ?","2024-06-10 07:23:22.521843","5-shot_llama3_basic_v1","OIC-027-29-B","Connaître la prévention de l’allo-immunisation antiérythrocytaire dans le post-partum","B"
"1000133","Quel est l'impact de la maladie sur l'expérience du corps, selon la fiche de cours ?","La maladie est uniquement un phénomène physique nécessitant une intervention médicale.;; La maladie a un impact sur la vie entière du patient,-modifiant son identité et son sentiment d'estime de soi.;; La douleur est uniquement un fait physiologique, sans impact sur l'identité du patient.;; La maladie n'affecte que le corps et non l'esprit du patient.;; La maladie est un phénomène purement psychologique.","[0.0, 1.0, 0.0, 0.0, 0.0]","Question :
Quel est l'impact de la maladie sur l'expérience du corps, selon la fiche de cours ?","2024-06-10 07:23:33.699136","5-shot_llama3_basic_v1","OIC-010-02-B","Connaître l’impact des différentes maladies sur l’expérience du corps (changements de l’identité, image du corps, image et estime de soi,  répercussions relationnelles)","B"
"1000135","Quelle est la définition de la menace d'accouchement prématuré (MAP) ?","Contractions utérines régulières et douloureuses avant 40 SA;; Association de modifications cervicales et de contractions utérines régulières et douloureuses avant 37 SA;; Fausse couche tardive avant 22 SA;; Douleur pelvienne avant 30 SA;; Contraction utérine régulière et douloureuse après 37 SA","[-1.0, 1.0, 0.0, 0.0, -1.0]","Il est important de bien comprendre la définition de la menace d'accouchement prématuré (MAP) pour diagnostiquer correctement les femmes enceintes à risque d'accouchement prématuré.","2024-06-10 10:41:22.067304","5-shot_llama3_basic_v1","OIC-024-18-A","Définir et diagnostiquer une menace d’accouchement prématuré","A"
"1000136","Dans le cas de fièvre au cours de la grossesse, quels signes d'appel évocateurs d'une étiologie spécifique doit-on rechercher ?","Infection urinaire basse;; Listeriose;; Douleurs menstruelles;; Odeurs corporelles inhabituelles;; Varicelle","[1.0, 1.0, 0.0, 0.0, 0.0]","Les signes d'appel évocateurs d'une étiologie spécifique incluent l'infection urinaire haute, la listériose, la chorioamniotite, les infections ORL, la grippe, des signes en faveur d'une appendicite ou d'une cholécystite. Les douleurs menstruelles et les odeurs corporelles inhabituelles ne sont pas des signes d'appel spécifiques dans ce contexte.","2024-06-11 07:12:19.383673","5-shot_gpt3.5_basic_v1","OIC-024-23-A","Connaître les signes d’orientation diagnostique et de gravité en cas de fièvre au cours de la grossesse","A"
"1000140","Que signifie le ticket modérateur dans le domaine de la santé ?","C'est la part des frais engagés pour les soins qui reste à la charge de l'assuré social après remboursement par l'assurance maladie.;; Il correspond à une cotisation mensuelle payée par l'assuré pour bénéficier d'une couverture santé.;; Il s'agit du montant que l'assurance maladie rembourse à l'assuré pour ses frais de santé.;; Le ticket modérateur ne peut pas être pris en charge par une assurance complémentaire ou une mutuelle.;; Le ticket modérateur s'applique uniquement sur les soins hospitaliers.","[1.0, 0.0, 0.0, -1.0, 0.0]","Le ticket modérateur est la part des frais engagés pour les soins qui reste à la charge de l'assuré social après remboursement par l'assurance maladie. Il peut être pris en charge totalement ou partiellement par une assurance privée ou une mutuelle complémentaire.","2024-06-11 08:29:35.877946","5-shot_gpt3.5_basic_v1","OIC-019-10-A","Connaître la définition du ticket modérateur, du forfait hospitalier, de la participation forfaitaire, de la franchise médicale, du tiers payant","A"
"1000141","Quel(s) élément(s) justifie(nt) l'observation du secteur d'activité libérale des médecins hospitaliers en matière de responsabilité civile ?","L'accomplissement d'interventions chirurgicales nécessitant une rémunération supplémentaire;; La possibilité d'exercer une activité libérale au sein de l'établissement;; Le respect des protocoles établis par l'établissement hospitalier;; L'utilisation de matériel médical personnel lors des interventions;; La réalisation d'actes médicaux relevant de leur exercice libéral","[0.0, 0.0, 0.0, 0.0, 1.0]","Les médecins hospitaliers engagent leur responsabilité civile professionnelle à raison des dommages causés dans le cadre de leur secteur d'activité libérale au sein d'un établissement public de santé.","2024-06-11 08:29:47.989417","5-shot_gpt3.5_basic_v1","OIC-005-03-A","Connaître la définition de la responsabilité civile","A"
"1000161","Parmi les bactéries suivantes, laquelle est responsable d'infections nosocomiales et communautaires et est hautement résistante aux antibiotiques?","Staphylococcus aureus;; Escherichia coli;; Enterococcus faecium;; Klebsiella pneumoniae;; Streptococcus pyogenes","[0.0, 0.0, 1.0, 0.0, 0.0]","Les bactéries multi-résistantes (BMR) peuvent être responsables d'infections nosocomiales et communautaires. Les bactéries hautement résistantes (BHR) incluent l'Enterococcus faecium.","2024-06-11 08:48:46.795373","5-shot_gpt3.5_basic_v1","OIC-004-05-B","Connaître les mécanismes de transmissibilité des bactéries multi-résistantes (BMR)","B"
"1000142","Selon la fiche de cours, quelles sont les caractéristiques des indicateurs de santé ?","Ils ne nécessitent pas de validité, sensibilité au changement et fiabilité.;; Ils doivent permettre de décrire, quantifier et surveiller l'état de santé de la population.;; Ils doivent être uniquement des indicateurs démographiques.;; Ils sont inutiles pour évaluer les politiques de santé publique.;; Ils ne sont pas influencés par les caractéristiques de la population.","[-1.0, 1.0, -1.0, -1.0, -1.0]","Les indicateurs de santé doivent avoir des caractéristiques spécifiques, telles que validité, sensibilité au changement et fiabilité. Ils doivent servir à décrire, quantifier et surveiller l'état de santé de la population.","2024-06-11 08:30:00.197803","5-shot_gpt3.5_basic_v1","OIC-021-01-A","Connaître la définition des indicateurs de santé et des indicateurs démographiques, de l’espérance de vie, de l’espérance de santé","A"
"1000143","Quelles sont les actions recommandées pour la prévention de l'hépatite B fœtale chez la femme enceinte ?","Effectuer la vaccination pendant la grossesse en cas de haut risque;; Procéder au dépistage de l'hépatite B dès la déclaration de la grossesse;; Réaliser la sérovaccination du nouveau-né chez les mères antigène HBs+;; Informer les patientes de l'absence de césarienne pour cette infection;; Suggérer d'arrêter l'allaitement maternel si la sérovaccination néonatale est effectuée","[1.0, 1.0, 1.0, 1.0, -1.0]","A. Il est recommandé de vacciner les femmes enceintes à haut risque de contracter l'hépatite B. B. Le dépistage précoce de l'hépatite B chez les femmes enceintes est essentiel. C. La sérovaccination du nouveau-né est une mesure préventive cruciale. D. La césarienne n'est pas nécessaire pour l'hépatite B. E. L'allaitement maternel est compatible avec la sérovaccination néonatale pour l'hépatite B.","2024-06-11 08:36:35.548134","5-shot_gpt3.5_basic_v1","OIC-027-16-A","Virus de l’hépatite B (VHB) : connaître les éléments de prévention fœtale par la vaccination","A"
"1000144","Quel(s) engagement(s) a/ont tout patient envers le système de santé selon l'article L1111-1 du Code de la santé publique ?","Payer les honoraires des médecins consultés;; Recevoir un diagnostic précis à chaque consultation;; S'engager à prendre en charge sa propre santé;; Respecter systématiquement toutes les recommandations des professionnels de santé;; Signer un contrat d'engagement avec son médecin traitant","[1.0, 0.0, 0.5, -1.0, -1.0]","L'article mentionne que les droits des usagers s'accompagnent de responsabilités pour garantir la pérennité du système de santé, notamment en prenant des décisions concernant sa santé en collaboration avec les professionnels de santé.","2024-06-11 08:36:46.412645","5-shot_gpt3.5_basic_v1","OIC-007-03-B","Savoir différencier droit et devoir des patients","B"
"1000145","Quels risques exposent un antécédent d'HTA gravidique ?","HTA chronique;; Pathologies cardiovasculaires et rénales;; Risque de diabète gestationnel;; Risque accru de prématurité;; Risque de césarienne","[1.0, 1.0, 0.0, 0.0, 0.0]","Un antécédent d'HTA gravidique entraîne un risque accru de complications à long terme, principalement au niveau du système cardiovasculaire et rénal.","2024-06-11 08:36:54.456979","5-shot_gpt3.5_basic_v1","OIC-024-17-B","Connaître les complications à long terme de l’HTAg","B"
"1000146","Quelle est la définition de l'accouchement prématuré?","Accouchement qui survient avant 37 SA;; Accouchement qui survient après 41 SA;; Accouchement qui survient entre 37 et 41 SA","[1.0, -1.0, -1.0]","L'accouchement prématuré est défini comme celui qui survient avant la 37ème semaine d'aménorrhée.","2024-06-11 08:37:41.147846","5-shot_gpt3.5_basic_v1","OIC-031-05-A","Connaître les définitions des différents types d'accouchement","A"
"1000148","Quelles sont les conditions médicales à prendre en compte pour proposer un traitement par injection de méthotrexate en cas de signes visibles de GEU asymptomatique ?","Masse latéro utérine > 4 cm en échographie;; Présence d'une rupture tubaire avec hémopéritoine important;; BHCG < 10 000 UI / L;; Thrombopénie > 50 000 / mm3;; Antécédent de GEU homolatérale traitée chirurgicalement","[1.0, 1.0, -1.0, -1.0, 0.0]","Pour proposer un traitement par injection de méthotrexate en cas de signes visibles de GEU asymptomatique, il est important de prendre en compte les critères de masse latéro utérine > 4 cm en échographie, la présence d'une rupture tubaire avec hémopéritoine important et d'avoir un BHCG > 10 000 UI / L. Les autres critères mentionnés dans la fiche ne sont pas adaptés pour ce traitement.","2024-06-11 08:46:49.926441","5-shot_gpt3.5_basic_v1","OIC-025-11-A","Connaître la notion de traitement médical possible en cas de GEU asymptomatique","A"
"1000149","Quels sont les objectifs de la télésanté (télémédecine et télésoin) parmi les suivants ?","Diminuer les inégalités d'accès aux soins;; Renforcer l'accès à des soins de qualité;; Améliorer la continuité des soins;; Augmenter le coût des soins;; Ignorer les régions à faible densité médicale","[1.0, 1.0, 1.0, -1.0, -1.0]","Les objectifs de la télésanté incluent la réduction des inégalités d'accès, le renforcement de l'accès à des soins de qualité et l'amélioration de la continuité des soins.","2024-06-11 08:46:58.376242","5-shot_gpt3.5_basic_v1","OIC-017-02-A","Connaître l’intérêt de la télésanté dans les pratiques professionnelles","A"
"1000150","Quel organisme évalue les médicaments, dispositifs médicaux et actes professionnels, et propose ou non leur remboursement à l’assurance maladie ?","Agence Nationale de Sécurité du Médicament;; Assurance Maladie;; Haute Autorité de Santé (HAS);; Agence Régionale de Santé (ARS);; Agence de la Biomédecine","[0.0, 0.0, 1.0, 0.0, 0.0]","La Haute Autorité de Santé (HAS) est l'organisme qui évalue les médicaments, dispositifs médicaux et actes professionnels, et propose ou non leur remboursement à l'assurance maladie.","2024-06-11 08:47:06.007055","5-shot_gpt3.5_basic_v1","OIC-004-27-B","Haute Autorité de Santé, dispositif de déclaration des événements porteurs de risque","B"
"1000151","Selon la fiche, quels éléments constituent la base de l'expérience corporelle vécue par un malade ?","La conscience immédiate et intime du propre corps;; La perception différence du propre corps et des corps d'autrui;; Les sentiments et comportements suscités par la maladie;; L'impact de la maladie sur la vie du patient;; La compréhension de l'expérience de la douleur","[1.0, 1.0, 1.0, 1.0, 0.0]","L'expérience corporelle est un sujet majeur de préoccupation dans les soins de santé, et il est essentiel de comprendre comment la maladie influence cette expérience.","2024-06-11 08:47:13.735960","5-shot_gpt3.5_basic_v1","OIC-010-02-B","Connaître l’impact des différentes maladies sur l’expérience du corps (changements de l’identité, image du corps, image et estime de soi,  répercussions relationnelles)","B"
"1000162","Quels sont les facteurs de risque associés à une grossesse extra-utérine ?","Infections génitales hautes (IGH);; Antécédents de chirurgie tubaire ou abdominopelvienne;; Age maternel élevé (> 35 ans);; Assistance médicale à la procréation;; Contraception microprogestative, dispositif intra-utérin","[1.0, 1.0, 1.0, 1.0, 1.0]","Les facteurs de risque incluent l'altération de la motilité tubaire.","2024-06-11 08:48:57.663113","5-shot_gpt3.5_basic_v1","OIC-025-03-B","Connaître l’incidence de la GEU et les facteurs de risque","B"
"1000152","Quelles sont les pièces nécessaires pour l'instauration d'une mesure de soins psychiatriques sans consentement en urgence ?","2 certificats médicaux dont le premier réalisé par un médecin n’exerçant pas dans l’établissement d’accueil et une demande de tiers manuscrite (accompagnée d’une copie de sa pièce d’identité);; 1 certificat médical réalisé par un médecin (y compris de l’établissement d’accueil) et une demande de tiers (idem SPDT);; 1 certificat médical réalisé par un médecin n’exerçant pas dans l’établissement d’accueil;; 1 certificat médical réalisé par un médecin n'exerçant pas dans l'établissement d'accueil ","[1.0, -1.0, -1.0, -1.0]","Pour l'instauration d'une mesure de soins psychiatriques sans consentement en urgence, il est nécessaire de fournir 1 certificat médical réalisé par un médecin n’exerçant pas dans l’établissement d’accueil","2024-06-11 08:47:24.388811","5-shot_gpt3.5_basic_v1","OIC-015-03-B","Connaître les principes de la loi de juillet 2011 : modalités d’application et conséquences de ces procédures","B"
